id,valence,activation,accX,accY,accZ,electrode0,electrode1,electrode2,electrode3,alpha_relative0,alpha_relative1,alpha_relative2,alpha_relative3,beta_relative0,beta_relative1,beta_relative2,beta_relative3,gamma_relative0,gamma_relative1,gamma_relative2,gamma_relative3,delta_relative0,delta_relative1,delta_relative2,delta_relative3,theta_relative0,theta_relative1,theta_relative2,theta_relative3,alpha_absolute0,alpha_absolute1,alpha_absolute2,alpha_absolute3,beta_absolute0,beta_absolute1,beta_absolute2,beta_absolute3,gamma_absolute0,gamma_absolute1,gamma_absolute2,gamma_absolute3,delta_absolute0,delta_absolute1,delta_absolute2,delta_absolute3,theta_absolute0,theta_absolute1,theta_absolute2,theta_absolute3
2428,0.11209826,0.06318464,-121.09394,996.09534,195.3128,1.0,1.0,1.0,1.0,0.104118146,0.069002725,0.12403975,0.27124935,0.06766936,0.027272042,0.04413827,0.31329802,0.03753898,0.017498594,0.028076136,0.07186695,0.5431154,0.79600954,0.67164123,0.27124935,0.24755815,0.090217076,0.13210464,0.13672885,0.6267198,-0.62805396,-0.39664847,1.2530589,0.43958542,-1.0312026,-0.845394,1.3156478,0.18367581,-1.2239171,-1.041872,0.67621946,1.3440855,0.43399808,0.336928,1.2530589,1.0028706,-0.5116315,-0.3692913,0.9555504
2429,0.110426284,0.06260023,-128.90645,984.3765,195.3128,1.0,1.0,1.0,1.0,0.110551596,0.06673993,0.113431945,0.2841568,0.068687394,0.026926728,0.043309618,0.31388295,0.03824438,0.01651275,0.028171154,0.07013168,0.5447631,0.8031748,0.68236464,0.2841568,0.23775356,0.08664578,0.13272265,0.13153222,0.63279206,-0.62805396,-0.417299,1.2647045,0.4261041,-1.0222561,-0.83545,1.3079141,0.1717947,-1.2346203,-1.0222298,0.6570607,1.3254347,0.45237032,0.36198214,1.2647045,0.9653541,-0.5146923,-0.34908935,0.9301785
2430,0.110426284,0.06260023,-128.90645,992.189,195.3128,1.0,1.0,1.0,1.0,0.110551596,0.06673993,0.113431945,0.2841568,0.068687394,0.026926728,0.043309618,0.31388295,0.03824438,0.01651275,0.028171154,0.07013168,0.5447631,0.8031748,0.68236464,0.2841568,0.23775356,0.08664578,0.13272265,0.13153222,0.63279206,-0.62805396,-0.417299,1.2647045,0.4261041,-1.0222561,-0.83545,1.3079141,0.1717947,-1.2346203,-1.0222298,0.6570607,1.3254347,0.45237032,0.36198214,1.2647045,0.9653541,-0.5146923,-0.34908935,0.9301785
2431,0.110426284,0.06260023,-128.90645,992.189,195.3128,1.0,1.0,1.0,1.0,0.110551596,0.06673993,0.113431945,0.2841568,0.068687394,0.026926728,0.043309618,0.31388295,0.03824438,0.01651275,0.028171154,0.07013168,0.5447631,0.8031748,0.68236464,0.2841568,0.23775356,0.08664578,0.13272265,0.13153222,0.63279206,-0.62805396,-0.417299,1.2647045,0.4261041,-1.0222561,-0.83545,1.3079141,0.1717947,-1.2346203,-1.0222298,0.6570607,1.3254347,0.45237032,0.36198214,1.2647045,0.9653541,-0.5146923,-0.34908935,0.9301785
2432,0.111691624,0.06058833,-121.09394,988.2828,195.3128,1.0,1.0,1.0,1.0,0.116387606,0.064821035,0.10833649,0.28979808,0.06990027,0.02677681,0.043351002,0.31459302,0.038760312,0.015336983,0.028813528,0.06884098,0.54473406,0.81077695,0.68720025,0.28979808,0.23021774,0.08228825,0.13229875,0.12799227,0.6375104,-0.62580144,-0.42229465,1.265205,0.4160825,-1.0097586,-0.82007027,1.3008586,0.15999092,-1.2517774,-0.997473,0.6409566,1.3077883,0.471384,0.38001388,1.265205,0.93374246,-0.52217954,-0.33551368,0.9102932
2433,0.111691624,0.06058833,-128.90645,988.2828,191.40656,1.0,1.0,1.0,1.0,0.116387606,0.064821035,0.10833649,0.28979808,0.06990027,0.02677681,0.043351002,0.31459302,0.038760312,0.015336983,0.028813528,0.06884098,0.54473406,0.81077695,0.68720025,0.28979808,0.23021774,0.08228825,0.13229875,0.12799227,0.6375104,-0.62580144,-0.42229465,1.265205,0.4160825,-1.0097586,-0.82007027,1.3008586,0.15999092,-1.2517774,-0.997473,0.6409566,1.3077883,0.471384,0.38001388,1.265205,0.93374246,-0.52217954,-0.33551368,0.9102932
2434,0.111691624,0.06058833,-125.0002,984.3765,195.3128,1.0,1.0,1.0,1.0,0.116387606,0.064821035,0.10833649,0.28979808,0.06990027,0.02677681,0.043351002,0.31459302,0.038760312,0.015336983,0.028813528,0.06884098,0.54473406,0.81077695,0.68720025,0.28979808,0.23021774,0.08228825,0.13229875,0.12799227,0.6375104,-0.62580144,-0.42229465,1.265205,0.4160825,-1.0097586,-0.82007027,1.3008586,0.15999092,-1.2517774,-0.997473,0.6409566,1.3077883,0.471384,0.38001388,1.265205,0.93374246,-0.52217954,-0.33551368,0.9102932
2435,0.11363633,0.060552567,-128.90645,988.2828,191.40656,1.0,1.0,1.0,1.0,0.12292511,0.061712783,0.104505114,0.29461214,0.071611255,0.027052475,0.044658095,0.31422803,0.039431624,0.014078277,0.030613141,0.067588046,0.54089713,0.81911254,0.6882169,0.29461214,0.22513486,0.07804394,0.1320067,0.124910906,0.64607203,-0.63441765,-0.42991865,1.2672843,0.4114127,-0.9925858,-0.79915595,1.2952785,0.15227608,-1.2762432,-0.9631483,0.6279035,1.2895461,0.48855078,0.3886692,1.2672843,0.90887415,-0.5324536,-0.32846016,0.894634
2436,0.11363633,0.060552567,-125.0002,988.2828,191.40656,1.0,1.0,1.0,1.0,0.12292511,0.061712783,0.104505114,0.29461214,0.071611255,0.027052475,0.044658095,0.31422803,0.039431624,0.014078277,0.030613141,0.067588046,0.54089713,0.81911254,0.6882169,0.29461214,0.22513486,0.07804394,0.1320067,0.124910906,0.64607203,-0.63441765,-0.42991865,1.2672843,0.4114127,-0.9925858,-0.79915595,1.2952785,0.15227608,-1.2762432,-0.9631483,0.6279035,1.2895461,0.48855078,0.3886692,1.2672843,0.90887415,-0.5324536,-0.32846016,0.894634
2437,0.11363633,0.060552567,-125.0002,988.2828,195.3128,1.0,1.0,1.0,1.0,0.12292511,0.061712783,0.104505114,0.29461214,0.071611255,0.027052475,0.044658095,0.31422803,0.039431624,0.014078277,0.030613141,0.067588046,0.54089713,0.81911254,0.6882169,0.29461214,0.22513486,0.07804394,0.1320067,0.124910906,0.64607203,-0.63441765,-0.42991865,1.2672843,0.4114127,-0.9925858,-0.79915595,1.2952785,0.15227608,-1.2762432,-0.9631483,0.6279035,1.2895461,0.48855078,0.3886692,1.2672843,0.90887415,-0.5324536,-0.32846016,0.894634
